State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Division/Department,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Public Sponsor,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS ,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
,90253,,City of Bell Gardens,public works,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,7100 Garfield Ave,,,Bell,CA,90201,3244,9,www.bellgardens.org/government/city-departments/public-works/transportation,5566,CYNCY81PNHK1, 2 ," 42,889 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 6 , 6 ,,,Tier II,,,
,90254,,City of Bellflower,Parks and Recreation,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,16600 Civic Center Dr,,,Bellflower,CA,90706,5447,9,https://www.bellflower.org/community/transportation/index.php,5566,PRW9X4N27BG6, 6 ," 79,190 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 4 , 4 ,,,Tier II,,,
,90255,,City of Beverly Hills,Public Works - Transportation Planning,,Beverly Hills Dial-A-Ride,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,455 N Rexford Dr,,,Beverly Hills,CA,90210,4857,9,https://www.beverlyhills.org/seniortransportation,5566,NBGCJLZG2P63, 6 ," 34,484 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 4 , 4 ,,,Tier II,,,
,90256,,City of Burbank,Community Development-Transportation,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,275 E Olive Ave,,,Burbank,CA,91502,1232,9,www.burbankbus.org,5566,N9Q5C7NS3JS5, 17 ," 107,337 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 6 , 11 , 17 ,,,Tier II,,,
,90257,,City of Calabasas,Public Works Department / Transportation/Transit Division,COC,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,100 Civic Center Way,,,Calabasas,CA,91302,4112,9,www.cityofcalabasas.com,6071,RFJZE8K92UA5, 13 ," 22,928 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 8 , 8 ,,,Tier II,,,
,90258,,City of Carson,Transportation Services Division,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,701 E Carson St,,,Carson,CA,90745,2224,9,http://ci.carson.ca.us/CommunityServices/Transportation.aspx,,YMEYLK3W3YH5, 19 ," 95,558 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 4 , 15 , 19 ,,,Tier II,,,
,90259,,City of Cerritos,Department of Community Development,,Cerritos Transit Services,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,12700 Center Court Dr S,,,Cerritos,CA,90703,8552,9,www.cerritostransit.com,,SFVEVRELJEV8, 9 ," 49,578 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 16 , 16 ,,,Tier II,,,
,90260,,City of Compton,,CRT,Compton Renaissance Transit Service,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,205 S Willowbrook Ave,,,Compton,CA,90220,3134,9,https://www.comptoncity.org/our-city/visitors/transportation,5566,JHDWSLRMX795, 10 ," 96,803 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", -   , 5 , 5 ,,,Tier II,,,
,90261,,City of Covina,"Public Works Department, Transportation Divsion",,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,125 E College St,,,Covina,CA,91723,2129,9,https://covinaca.gov/city-departments/transportation-division/,,M8MGDTLR8AP3, 8 ," 51,268 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 5 , 5 ,,,Tier II,,,
,90262,,City of Cudahy,,COC,Cudahy Area Rapid Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,5220 Santa Ana St,,,Cudahy,CA,90201,6024,9,http://www.cityofcudahy.com,,UZEDAAHT7K97, 1 ," 24,103 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 6 , 6 ,,,Tier II,,,
,90263,,City of Downey,Parks and Recreation,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,11111 Brookshire Ave,,,Downey,CA,90241,3817,9,https://www.downeyca.org/transit,5566,JPBXF4648WA3, 13 ," 108,816 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 15 , 15 ,,,Tier II,,,
,90265,,City of El Monte,Transportation Services,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,11333 Valley Blvd,,,El Monte,CA,91731,3227,9,http://www.ci.el-monte.ca.us/Government/PublicWorks/Transportation.aspx,5566,CLB3ME1BNL19, 10 ," 201,889 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 4 , 10 , 14 ,,,Tier II,,,
,90266,,City of Glendora,Transportation Division,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,116 E Foothill Blvd,,,Glendora,CA,91741,3335,9,https://www.cityofglendora.org/departments-services/transportation,5566,K3F1VJ28JHF5, 19 ," 52,558 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 10 , 10 ,,,Tier II,,,
,90267,,City of Huntington Park,Fixed Route Transportation/ Public Works,HPCA,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,6550 Miles Ave,,,Huntington Park,CA,90255,4302,9,http://www.hpca.gov/231/City-Transportation,,NPKFKTS9QQD6, 5 ," 58,822 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 16 , 16 ,,,Tier II,,,
,90268,,City of Inglewood,Human Services,,Inglewood Senior Center,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,9/30/24,1/31/25,1 W Manchester Blvd,,,Inglewood,CA,90301,1764,9,https://www.cityofinglewood.org/796/Transportation,5566,YCN3V7DLSFG1, 15 ," 191,126 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 9 ,, 9 ,,,Tier II,,,
,90269,,Los Angeles County,"Department of Public Works, Transit Operations, Athens MB",,LA County Public Works,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,www.lagobus.info,5566,ZLJUW5L9K685, 25 ," 23,159 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 2 , 2 ,,,Tier II,,,
,90270,,Los Angeles County,"Department of Public Works, Transit Operations Ð Avocado Heights",LACDPW,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,https://www.dpw.lacounty.gov/landing/transportation.cfm,5566,ZLJUW5L9K685, 9 ," 15,500 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 1 , 1 ,,,Tier II,,,
,90271,,Los Angeles County,"Department of Public Works, Transit Operations, East Los Angeles MB and DR",,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,www.lagobus.org,5566,ZLJUW5L9K685, 8 ," 126,496 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 16 , 16 ,,,Tier II,,,
,90272,,Los Angeles County,"Department of Public Works, Transit Operations Ð East Valinda",LACDPW,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,https://www.dpw.lacounty.gov/landing/transportation.cfm,5566,ZLJUW5L9K685, 15 ," 22,822 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 1 , 1 ,,,Tier II,,,
,90273,,Los Angeles County,"Department of Public Works, Transit Operations - Florence Firestone",LACDPW,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,https://www.dpw.lacounty.gov/landing/transportation.cfm,5566,ZLJUW5L9K685, 7 ," 63,387 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 2 , 2 ,,,Tier II,,,
,90274,,Los Angeles County,"Department of Public Works, Transit Operations, King Medical Center MB",,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,www.lagobus.info,5566,ZLJUW5L9K685, 49 ," 12,358 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 2 , 2 ,,,Tier II,,,
,90275,,Los Angeles County,"Department of Public Works, Transit Operations, Lennox MB",,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,www.lagobus.info,5566,ZLJUW5L9K685, 16 ," 27,897 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 1 , 1 ,,,Tier II,,,
,90276,,Los Angeles County,"Department of Public Works, Transit Operations - South Whittier",LACDPW,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,https://www.dpw.lacounty.gov/landing/transportation.cfm,5566,ZLJUW5L9K685, 5 ," 86,883 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 5 , 5 ,,,Tier II,,,
,90277,,Los Angeles County,"Department of Public Works, Transit Operations, Whittier Et Al DR",,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,https://dpw.lacounty.gov/transit/DAR.aspx#pageTitle,5566,ZLJUW5L9K685, 42 ," 284,527 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 10 , 10 ,,,Tier II,,,
,90278,,Los Angeles County,"Department of Public Works, Transit Operations, Willowbrook MB",,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,http://www.dpw.lacounty.gov/transit,5566,ZLJUW5L9K685, 36 ," 24,798 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 3 , 3 ,,,Tier II,,,
,90279,,Los Angeles County,"Department of Public Works, Transit Operations, Willowbrook et. al. DR",,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,900 S Fremont Ave,,,Alhambra,CA,91803,1331,9,http://www.dpw.lacounty.gov/transit/,5566,ZLJUW5L9K685, 18 ," 198,052 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 3 , 3 ,,,Tier II,,,
,90281,,City of Lynwood,Public Works Department,,Lynwood Breeze,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,11330 Bullis Rd,,,Lynwood,CA,90262,3662,9,https://www.lynwoodca.gov/252/Lynwood-Breeze-Trolley-Schedule,5566,QKR1DK2Z7K81, 5 ," 66,228 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 4 , 4 ,,,Tier II,,,
,90282,,City of Malibu,Community Services Department,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,23825 Stuart Ranch Rd,,,Malibu,CA,90265,4861,9,https://www.malibucity.org/343/Senior-Center,5566,K2BFAGJJGC85, 25 ," 10,654 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 2 , 2 ,,,Tier II,,,
,90283,,City of Manhattan Beach,Community Services,CMB DAR,City of Manhattan Beach Dial-A-Ride,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,1400 Highland Ave,,,Manhattan Beach,CA,90266,4756,9,www.citymb.info/departments/parks-and-recreation/older-adults-program/dial-a-ride,5566,DKL6DXDDQSL5, 10 ," 34,668 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 3 ,, 3 ,,,Tier II,,,
,90284,,City of Maywood,City Manager Office,COM,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,4319 Slauson Ave,,,Maywood,CA,90270,2837,9,https://www.cityofmaywood.com/200/Transportation,,KXFCWDEC53C5, 2 ," 27,748 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 5 , 5 ,,,Tier II,,,
,90285,,City of Monrovia,Public Works,,GoMonrovia,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,415 S Ivy Ave,,,Monrovia,CA,91016,5107,9,https://www.cityofmonrovia.org/your-government/public-works/transportation/gomonrovia,5566,EJFRLAQNN918, 16 ," 37,636 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 4 , 4 ,,,Tier II,,,
,90286,,City of Monterey Park,Public Works Department,,Spirit Bus,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,320 West Newmark Avenue,,,Montery Park,CA,91754,2896,9,http://www.montereypark.ca.gov/549/Spirit-Bus,5566,NVWELLVY9DF3, 8 ," 61,828 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 4 , 8 , 12 ,,,Tier II,,,
,90287,,Palos Verdes Peninsula Transit Authority,,PVPTA,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,6/30/24,10/31/24,38 Crest Road West,,2656,Rolling Hills,CA,90274,,9,http://www.palosverdes.com/pvtransit/,,K8DZF1B5TFK7, 22 ," 64,272 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 27 , 27 ,,,Tier II,,,
,90288,,City of Pico Rivera,Transit Division/Parks and Recreation Department,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,6615 Passons Blvd,,1016,Pico Rivera,CA,90660,3645,9,https://www.pico-rivera.org/transportation/,,SXXNSFNDTU64, 11 ," 62,942 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 2 , 2 ,,,Tier II,,,
,90289,,City of Rosemead,Public Works,,Rosemead Explorer/Dial-A-Ride,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,8838 E Valley Blvd,,,Rosemead,CA,91770,1714,9,http://www.cityofrosemead.org/cms/one.aspx?pageId=10909050,1100,M8YBKMSFK8J7, 5 ," 54,908 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 7 , 7 ,,,Tier II,,,
,90290,,City of Santa Fe Springs,Community Services- Transportation Services,SFS,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,11710 Telegraph Rd,,0,Santa Fe Springs,CA,90670,3658,9,https://www.santafesprings.org/departments/transportation_services.php,,KKUJE34GR9D5, 25 ," 18,261 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 2 ,, 2 ,,,Tier II,,,
,90291,,City of South Gate,Transportation Department,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,8650 California Ave,,,South Gate,CA,90280,3004,9,https://www.cityofsouthgate.org/City-Services/Transportation,5566,WL7DME3FJSW4, 8 ," 99,578 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 15 , 15 ,,,Tier II,,,
,90292,,City of South Pasadena,Transit / Community Services,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,1414 Mission St,,,South Pasadena,CA,91030,3214,9,https://www.southpasadenaca.gov/government/departments/community-services/dial-a-ride,5309,WB8MAY5ZZTK4, 3 ," 25,611 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 4 ,, 4 ,,,Tier II,,,
,90293,,City of West Covina,Community Services Department,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,1444 W Garvey Ave S,,,West Covina,CA,91790,2716,9,https://www.westcovina.org/departments/community-services-department/transit-services,,ZHHFLMKMZKL1, 16 ," 110,212 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 8 , 8 ,,,Tier II,,,
,90294,,City of West Hollywood,Business Development Division / Economic Development Department,WEHO,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,8300 Santa Monica Blvd,,,West Hollywood,CA,90069,6216,9,https://www.weho.org/services/public-transportation-transit-options,5566,PF4DXHDK4NQ2, 2 ," 36,854 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 9 , 9 ,,,Tier II,,,
,90295,,City of Whittier,Transit,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,13230 Penn St,,,Whittier,CA,90602,1716,9,https://www.whittierprcs.org/transit/dial-a-ride-and-dar-plus,5566,P7W4FREEPHZ3, 15 ," 84,143 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 10 , 10 ,,,Tier II,,,
,90296,9296,City of Claremont,Community Services/ Transit Services,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,207 Harvard Ave,,,Claremont,CA,91711,4719,9,pvtrans.org,2271,DGVWH4PSMR98, 13 ," 36,700 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 17 , 17 ,,,Tier II,,,
,90298,,County of Ventura,Public Works,PWATD,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,800 S Victoria Ave,,,Ventura,CA,93009,0001,9,https://www.vcpublicworks.org/rt/publictransportation/,,HG2JKZYYTUT3, 4 ," 13,987 ",87490,"Thousand Oaks, CA",," 213,986 "," 2,668.3 ", 80.2 ,, 4 , 4 ,,,Tier II,,,
,90299,,Sonoma-Marin Area Rail Transit District,,SMART,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,6/30/24,10/31/24,5401 Old Redwood Hwy Ste 200,,,Petaluma,CA,94954,7134,9,www.sonomamarintrain.org,7296,T45QZ9ZBJJL1," 2,596 "," 738,668 ",79498,"Santa Rosa, CA",," 297,329 "," 3,745.1 ", 79.4 , 12 , 2 , 14 ,,,Tier I (Rail),,,
,90300,,City of Artesia,Transportation Division,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,18747 Clarkdale Ave,,,Artesia,CA,90701,5816,9,http://www.cityofartesia.us/index.aspx?NID=189,5566,VKJYFMK4JLY8, 2 ," 16,736 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ",, 6 , 6 ,,,Tier II,,,
,90301,,City of Lakewood,Recreation and Community Services Department,DASH,DASH Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,5050 Clark Ave,,,Lakewood,CA,90712,2603,9,"https://www.lakewoodcity.org/Residents/Senior-Services/DASH-Transit-and-Buses				",5566,PPJ6LS5XBN34, 10 ," 82,496 ",51445,"Los Angeles--Long Beach--Anaheim, CA",," 12,237,376 "," 7,476.3 "," 1,636.8 ", 12 ,, 12 ,,,Tier II,,,
,90302,,San Bernardino County Transportation Authority,,SBCTA,,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,,6/30/24,10/31/24,1170 W 3Rd St Fl 2,,,San Bernardino,CA,92410,1724,9,www.gosbcta.com,1681,D36ZJBWRKJK1," 2,953 "," 2,181,433 ",75340,"Riverside--San Bernardino, CA",," 2,276,703 "," 3,741.1 ", 608.6 ,, 79 , 79 ,,,Tier II,,,
,90303,,Santa Barbara County Association of Governments,Rail and Transit Division,SBCAG-CAE,Clean Air Express,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,,6/30/24,10/31/24,260 N San Antonio Rd Ste B,,,Santa Barbara,CA,93110,1315,9,https://cleanairexpress.com/,1870,SS5UKK1GZMM6," 2,554 "," 277,350 ",79282,"Santa Barbara, CA",," 202,197 "," 3,688.9 ", 54.8 ,, 10 , 10 ,,,Tier II,,,
,90305,,Lake Havasu City,City Manager/Transit Division,LHCT,Lake Havasu City Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,2330 Mcculloch Blvd N,,,Lake Havasu City,AZ,86403,5950,9,www.lhctransit.org,7377,E3YECMCP1BP6, 32 ," 48,200 ",46747,"Lake Havasu City, AZ",," 59,017 "," 1,746.8 ", 33.8 , 7 ,, 7 ,,,Tier II,,,
,90306,,Stanislaus Regional Transit Authority,,,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,6/30/24,10/31/24,912 11Th St Ste 100,,,Modesto,CA,95354,2382,9,https://stanrta.org/,7399,R4L7KNA6C2P7," 1,515 "," 550,660 ",58006,"Modesto, CA",," 357,301 "," 5,076.8 ", 70.4 ,, 108 , 108 ,,,Tier II,,,
,90307,,Town of Prescott Valley,Public Works,YAV,YavaLine Regional Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,7501 E Skoog Blvd,,,Prescott Valley,AZ,86314,2263,9,https://www.prescottvalley-az.gov/183/Public-Transit,7402,MZF4F2NL88Y8, 18 ," 42,150 ",72112,"Prescott--Prescott Valley, AZ",," 92,427 "," 1,895.8 ", 48.8 ,, 6 , 6 ,,,Tier II,,,
,90309,,City of Casa Grande,Transit Department,,Casa Grande LINK,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,510 E Florence Blvd,,,Casa Grande,AZ,85122,4100,9,www.casagrandelink.com,7403,CN49NAYFM7F9, 6 ," 29,806 ",14401,"Casa Grande, AZ",," 50,981 "," 2,375.1 ", 21.5 ,, 3 , 3 ,,,Tier II,,,
,90310,,Tulare County Regional Transit Agency,,TCRTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,6/30/24,10/31/24,210 N Church St Ste B,,,Visalia,CA,93291,6313,9,www.gotcrta.org,7405,JSCJABG9PLF6, 124 ," 332,441 ",90946,"Visalia, CA",," 160,578 "," 4,258.9 ", 37.7 ,, 45 , 45 ,,,Tier II,,,
,90311,,Stanislaus Council of Governments,Mobility Programs,StanCOG,StanisCruise,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,,6/30/24,10/31/24,1111 I St Ste 308,Suite 308,,Modesto,CA,95354,2347,9,https://staniscruise.com/,,D9JKHAL5D2R1, 730 ," 151,128 ",58006,"Modesto, CA",," 357,301 "," 5,076.8 ", 70.4 ,, 100 , 100 ,,,Tier II,,,
,90312,,Sacramento Area Council of Governments,,SACOG,,Planning Reporter,Urban,"MPO, COG or Other Planning Agency",,,,,6/30/24,10/31/24,1415 L St Ste 300,,,Sacramento,CA,95814,3963,9,"www.sacog.org			",1658,YXLCCEGACKS3,,,77068,"Sacramento, CA",," 1,946,618 "," 4,163.2 ", 467.6 ,,,,,,Tier II,,,
,90313,,City of Clovis,"General Services, Community Services",,Clovis Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,1033 5Th St,,,Clovis,CA,93612,1313,9,https://clovistransit.com,,FZXEQ4KUYKE7, 87 ," 445,954 ",31843,"Fresno, CA",," 717,589 "," 4,510.0 ", 159.1 , 35 ,, 35 ,,,Tier II,,,
,90314,,Attentive Transportation LLC,,,,Reduced Reporter,Urban,Private-For-Profit Corporation,,,,,12/30/24,4/30/25,3353 Bradshaw Rd Ste 213,,,Sacramento,CA,95827,2610,9,www.attentivetransportation.com,,YCW8M6Y587T8, 982 ," 2,420,608 ",77068,"Sacramento, CA",," 1,946,618 "," 4,163.2 ", 467.6 , 1 ,, 1 ,,,Tier II,,,
,90315,,City of Avondale,Public Works,,WeRIDE,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,11465 W Civic Center Dr,,,Avondale,AZ,85323,6803,9,https://www.avondaleaz.gov/government/departments/public-works/transit-services/microtransit-services,1683,GDTNM5BLN9Y4, 22 ," 90,706 ",69192,"Phoenix West--Goodyear--Avondale, AZ",," 419,946 "," 3,290.8 ", 127.6 ,, 13 , 13 ,,,Tier II,,,
,90999,9R05-001,Government of Guam-Guam Regional Transit Authority,Guam Regional Transit Authority,GRTA,Guam Public Transit System,Reduced Reporter,Urban,State Government Unit or Department of Transportation,,,,,9/30/24,1/31/25,542 N Marine Corps Dr,,,Tamuning,GU,96913,4111,9,http://grta.guam.gov,1641,SENLQS3R1VN7, 30 ," 42,660 ",22811,"Dededo--Apotgan--Tamuning, GU",," 128,164 "," 2,323.5 ", 55.2 , 15 ,, 15 ,,,Tier II,,,
